mode,network,policy,L,mu,N,w,p,corr_w_c,K,warmup,num_seeds,pilot_K,pilot_warmup,num_pilot_seeds,lambda_hat_sum,qd_iso2_lambda_sum,lambda_link,nu_edge,weighted_dest_aoi,stage1_used_frac,stage2_used_frac,stage2_idle_empty_frac,total_VOQ_arrival_rate,total_delivery_rate,total_overwrite_rate,weighted_dest_aoi_se,final_upstream_debt,avg_upstream_debt,final_downstream_debt,avg_downstream_debt,gap_vs_iso_lambda_pct
full,det_aligned,SRP-tandem-LB,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.95, 0.85, 0.7, 0.55, 0.4, 0.28, 0.18, 0.1]",-0.5508438705571701,20000,2000,3,50000,5000,3,0.17885925925925927,0.17885925925925927,235.47100196674,0.0,69.80150405092593,1.0,0.43850000000000006,0.5615,0.1741111111111111,0.17381481481481484,0.0003333333333333333,0.24936470281659265,,,,,45.616886058615755
full,det_conflict,Joint FGMW,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,93.84638961226851,1.0,0.9771481481481481,0.02285185185185185,0.17144444444444443,0.11707407407407407,0.054314814814814816,0.8398007355602157,,,,,1.7398312957908502
full,det_conflict,iso1 + iso2-lambda,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,92.24154239004629,1.0,0.9727222222222224,0.027277777777777776,0.16348148148148148,0.11655555555555557,0.04688888888888889,0.3074726504995884,,,,,0.0
full,det_conflict,Downstream-Aware MW,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,93.56599826388889,1.0,0.9734814814814815,0.02651851851851852,0.1655,0.11661111111111111,0.04877777777777778,0.7260214653511256,192.59730606281536,102.89342234253407,295.4392386564168,157.27020564551648,1.435856165806615
full,det_conflict,Greedy,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,134.6707488425926,1.0,0.9883888888888889,0.011611111111111112,0.1852962962962963,0.11855555555555554,0.06662962962962964,0.961558774354212,,,,,45.99793688740921
full,det_conflict,SRP-iso,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,122.10063744212964,1.0,0.931425925925926,0.06857407407407407,0.14974074074074073,0.11133333333333334,0.03837037037037037,0.1691049856470588,,,,,32.370550489955185
full,det_conflict,SRP-tandem-LB,3,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.12000000000000917,0.0,2618.7241415390745,125.59415509259259,0.8865555555555557,0.8392037037037037,0.1607962962962963,0.12025925925925925,0.10103703703703704,0.019185185185185184,0.7554021832389511,,,,,36.157908723505194
full,det_conflict,Joint FGMW,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,59.148512152777776,1.0,0.6439074074074075,0.3560925925925926,0.1605,0.15955555555555556,0.0008518518518518519,0.4593431616182806,,,,,-0.2675100616841952
full,det_conflict,iso1 + iso2-lambda,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,59.30716478587963,1.0,0.650537037037037,0.3494629629629629,0.16348148148148148,0.16246296296296298,0.0010555555555555557,0.1803283662798291,,,,,0.0
full,det_conflict,Downstream-Aware MW,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,58.162300491898144,1.0,0.6312592592592593,0.36874074074074076,0.15662962962962965,0.15587037037037038,0.0007222222222222222,0.1497831837272142,76.03100730436694,38.54325713493434,76.81295993755104,39.19083862051982,-1.9303979512675373
full,det_conflict,Greedy,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,70.12281090856482,1.0,0.7413518518518519,0.2586481481481482,0.1852962962962963,0.1840185185185185,0.0012407407407407408,0.3665662770019193,,,,,18.23666021084229
full,det_conflict,SRP-iso,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,87.3941746238426,1.0,0.5789444444444444,0.42105555555555557,0.14974074074074073,0.1452037037037037,0.004537037037037037,0.4233766962608832,,,,,47.35854418157952
full,det_conflict,SRP-tandem-LB,3,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,285.4612617926905,0.0,86.9167795138889,1.0,0.5833333333333334,0.4166666666666667,0.14964814814814814,0.14572222222222223,0.003962962962962962,1.6290667795738223,,,,,46.5535906625953
full,det_conflict,Joint FGMW,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,52.958287615740744,1.0,0.4082777777777778,0.5917222222222223,0.1620925925925926,0.1621111111111111,1.8518518518518518e-05,0.3543312406663064,,,,,-0.8028682642563512
full,det_conflict,iso1 + iso2-lambda,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,53.38691420717593,1.0,0.4111666666666667,0.5888333333333333,0.16348148148148148,0.1635185185185185,0.0,0.09702144685344868,,,,,0.0
full,det_conflict,Downstream-Aware MW,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,52.63233101851852,1.0,0.3935555555555556,0.6064444444444445,0.15585185185185188,0.15588888888888888,0.0,0.10967792489395425,78.0047348086377,40.15897860826537,77.7076359093684,40.228165586818356,-1.4134234949956692
full,det_conflict,Greedy,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,58.77452329282408,1.0,0.46375925925925926,0.5362407407407408,0.1852962962962963,0.18535185185185185,0.0,0.260235886545151,,,,,10.091628567893473
full,det_conflict,SRP-iso,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,81.41707378472222,1.0,0.3723703703703704,0.6276296296296296,0.14974074074074073,0.14918518518518517,0.0005370370370370371,0.04818802589641597,,,,,52.50380171584943
full,det_conflict,SRP-tandem-LB,3,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.1621111111111111,0.1621111111111111,289.341993688955,0.0,80.69910127314814,1.0,0.37075925925925923,0.6292407407407407,0.14981481481481482,0.14914814814814814,0.0006666666666666666,1.3080664788917427,,,,,51.15895434597171
full,det_conflict,Joint FGMW,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,98.20309490740742,1.0,0.9061851851851852,0.09381481481481481,0.11964814814814816,0.10862962962962963,0.011037037037037038,0.6994110221141191,,,,,-0.7347045339087255
full,det_conflict,iso1 + iso2-lambda,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,98.92993764467593,1.0,0.9125740740740741,0.08742592592592592,0.12275925925925928,0.10966666666666665,0.013018518518518518,0.33279277675877406,,,,,0.0
full,det_conflict,Downstream-Aware MW,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,97.51927980324075,1.0,0.8846666666666666,0.11533333333333333,0.11666666666666665,0.10611111111111111,0.010574074074074074,0.6957273888606833,46.07989895373357,26.36608556776464,151.9355310040509,81.86827582735792,-1.4259160321133613
full,det_conflict,Greedy,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,145.31726085069445,1.0,0.9654444444444445,0.034555555555555555,0.13537037037037036,0.11548148148148148,0.019851851851851853,1.832132823575024,,,,,46.889065444099096
full,det_conflict,SRP-iso,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,133.65590017361112,1.0,0.8241851851851852,0.17581481481481478,0.11218518518518517,0.09881481481481484,0.013407407407407408,1.6695498683000098,,,,,35.10157122878164
full,det_conflict,SRP-tandem-LB,5,0.12,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.11999999999999854,353.9527217881987,0.0,133.44442997685186,1.0,0.827962962962963,0.17203703703703702,0.11244444444444444,0.09905555555555556,0.01340740740740741,1.5188007866896687,,,,,34.88781369310141
full,det_conflict,Joint FGMW,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,71.63081119791666,1.0,0.49127777777777776,0.5087222222222222,0.12124074074074075,0.12129629629629629,0.0,0.45414690847994954,,,,,-2.099170197851552
full,det_conflict,iso1 + iso2-lambda,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,73.1667048611111,1.0,0.49003703703703705,0.509962962962963,0.12275925925925928,0.12270370370370369,3.7037037037037037e-05,0.5129444751831711,,,,,0.0
full,det_conflict,Downstream-Aware MW,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,70.83679108796296,1.0,0.46829629629629627,0.5317037037037037,0.11622222222222223,0.11618518518518517,0.0,0.19714734083004545,62.741715574876565,36.49974928710161,62.93272521269811,36.57251781152819,-3.1843907383432124
full,det_conflict,Greedy,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,82.03281857638888,1.0,0.548574074074074,0.45142592592592595,0.13537037037037036,0.13540740740740742,0.0,0.28842182549659634,,,,,12.117688957166916
full,det_conflict,SRP-iso,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,107.1802701099537,1.0,0.4493148148148148,0.5506851851851852,0.11218518518518517,0.1112962962962963,0.0009074074074074074,0.60132289265929,,,,,46.487764227470606
full,det_conflict,SRP-tandem-LB,5,0.25,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,372.080264247139,0.0,105.72280541087963,1.0,0.4533148148148148,0.5466851851851852,0.11255555555555556,0.11170370370370371,0.0008703703703703704,1.2434219719663329,,,,,44.4957861797497
full,det_conflict,Joint FGMW,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,67.44877271412037,1.0,0.30464814814814817,0.6953518518518519,0.12059259259259258,0.12059259259259258,0.0,0.3700669812310694,,,,,-2.1684187111004394
full,det_conflict,iso1 + iso2-lambda,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,68.94376215277778,1.0,0.3087037037037037,0.6912962962962963,0.12275925925925928,0.12274074074074075,0.0,0.3061408823050154,,,,,0.0
full,det_conflict,Downstream-Aware MW,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,66.90526041666668,1.0,0.28977777777777775,0.7102222222222222,0.11581481481481481,0.11581481481481481,0.0,0.35028560200939696,69.84038999107823,36.847251804406916,69.8472141136217,36.88864864674795,-2.956760223780408
full,det_conflict,Greedy,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,77.05420326967592,1.0,0.3388518518518519,0.6611481481481482,0.13537037037037036,0.13540740740740742,0.0,0.0924092649582485,,,,,11.763850511849917
full,det_conflict,SRP-iso,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,102.87353197337963,1.0,0.2827592592592592,0.7172407407407407,0.11218518518518517,0.11207407407407409,0.00011111111111111113,0.9465947840945097,,,,,49.213690638776384
full,det_conflict,SRP-tandem-LB,5,0.4,8,"[8.0, 4.0, 2.0, 1.0, 0.5, 0.25, 0.125, 0.0625]","[0.1, 0.18, 0.28, 0.4, 0.55, 0.7, 0.85, 0.95]",0.9988795939936962,20000,2000,3,50000,5000,3,0.12243703703703702,0.12243703703703702,375.1615168993594,0.0,103.23961935763889,1.0,0.2832962962962963,0.7167037037037037,0.11201851851851852,0.11190740740740741,0.00011111111111111113,1.207899850410169,,,,,49.74468484743011
